Name,Price,Make,Model,Year,Condition,Transmission,Exchange,Fuel Type,BodyType,Location,Mileage
2009 Toks Lexus RX350 very neat,"1,300,000",Lexus,RX,2002,,Automatic,,Petrol,,Lagos,635241
Lexus,"2,150,000",Lexus,IS,2007,,Automatic,,Petrol,,Apapa,10530
Toyota corolla for sale ,"2,000,000",Toyota,Corolla,2005,,Automatic,,Petrol,,Lagos,322642
good and clean Toyota Corolla 2005 for sale ,"2,000,000",Toyota,Corolla,2005,,Automatic,,Petrol,,Lagos,24576
2006 Toyota Camry sport,"2,150,000",Toyota,Camry,2006,,Automatic,,Petrol,,Island,50000
2006 Toyota sienna LE,"2,800,000",Toyota,Sienna,2006,,Automatic,,Petrol,,Island,75000
Toyota sienna ,"2,000,000",Toyota,Sienna,2006,,Automatic,,Petrol,,Badagry,4500
Lexus es,"2,200,000",Lexus,ES,2006,,Automatic,,Petrol,,Badagry,4500
direct tokunbo clean and sound Toyota Camry for sale ,"1,000,000",Toyota,Camry,2002,,Automatic,,Petrol,,Akure,7684
Toyota camry ,"2,000,000",Toyota,Camry,2006,,Automatic,,Petrol,,Badagry,4500
Lexus ES ,"2,000,000",Lexus,ES,2005,,Automatic,,Petrol,,Badagry,4500
direct tokunbo Toyota Camry 2002 molde ,"1,000,000",Toyota,Camry,2002,,Automatic,,Petrol,,Ikeja,2131
Toyota camry ,"2,000,000",Toyota,Camry,2007,,Automatic,,Petrol,,Badagry,4500
direct tokunbo 2005 Toyota Camry for sale ,"1,050,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,7645
Toyota camry ,"2,000,000",Toyota,Camry,2007,,Automatic,,Petrol,,Badagry,4500
direct 2008 Toyota Camry Tokunbo For Sale ,"1,850,000",Toyota,Camry,2002,,Automatic,,Petrol,,Onitsha,5463
direct tokunbo clean and sound Toyota corolla 2004 for sale ,"1,150,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Lagos,6574
 Toyota Dyna ,"2,430,000",Toyota,Duet,2003,,Automatic,,Petrol,,Lagos,25000
 Toyota Dyna 150,"2,200,000",Toyota,Duet,2005,,Automatic,,Diesel,,Island,250000
Needs Pontiac vibe 2005 ,"1,000,000",Pontiac,Vibe,2002,,Automatic,,Petrol,,Apapa,120
need lexus rx400h 2008 ,"1,300,000",Lexus,RX,2002,,Automatic,,Petrol,,Abuja,15400
need Toyota corolla Ce 2006,"1,000,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Apapa,71000
Toyota Corolla,"1,950,000",Toyota,Corolla,2004,,Automatic,,Petrol,,Island,25000
very clean 2016 Lexus Es350,"3,900,000",Lexus,ES,2002,,Automatic,,Petrol,,Harcourt,8545
Toyota Sienna,"2,350,000",Toyota,Sienna,2006,,Automatic,,Petrol,,Mainland,25000
Lexus Es350 2011 model,"2,850,000",Lexus,ES,2002,,Automatic,,Petrol,,Lagos,528654
direct tokunbo clean and sound Toyota venza for sale ,"1,350,000",Toyota,Venza,2002,,Automatic,,Petrol,,Abuja,6752
Toyota Highlander 2010 model for sale,"1,450,000",Toyota,Highlander,2001,,Automatic,,Petrol,,Ogbomosho,58
Toyota Venza for sale ,"1,600,000",Toyota,Venza,2001,,Automatic,,Petrol,,Warri,86
Toyota Venza 2010 model for sale,"1,600,000",Toyota,Venza,2001,,Automatic,,Petrol,,Asaba,98
2005 Lexus es330 for sale,"1,200,000",Lexus,ES,2002,,Automatic,,Petrol,,Lagos,52546
lexus es for sale ,"2,000,000",Lexus,ES,2006,,Automatic,,Petrol,,Lagos,25678
lexus es for sale ,"2,200,000",Lexus,ES,2008,,Automatic,,Petrol,,Lagos,25678
2015 toyota Yaris limited edition,"4,850,000",Toyota,Yaris,2002,,Automatic,,Petrol,,Harcourt,52345
brand new 2017 toyota Yaris,"7,000,000",Toyota,Yaris,2002,,Automatic,,Petrol,,Lagos,21546
clean and sound 2009 direct tokunbo Toyota venza for sale ,"1,250,000",Toyota,Venza,2002,,Automatic,,Petrol,,Town,6574
toyota prado vxl 2016 brand new,"3,500,000",Toyota,Prado,2002,,Automatic,,Petrol,,Lagos,58245
2018 toyota prado v6 full option,"3,850,000",Toyota,Prado,2002,,Automatic,,Petrol,,Calabar,25412
Clean 2007 Toyota Rav4,"1,350,000",Toyota,RAV4,2002,,Automatic,,Petrol,,Adeja,185179
Clean 2004 Toyota Sienna ,"1,350,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Apo,185421
2018 BMW x6,"35,000,000",BMW,6,2018,,Automatic,,Petrol,,Osa,1755
Clean Toyota Corolla For Sale,"2,200,000",Toyota,Corolla,2005,,Automatic,,Petrol,,Lagos,1755
brand new 2017 Honda CR-V for sale,"6,000,000",Honda,CR-V,2002,,Automatic,,Petrol,,Harcourt,2000
2014 honda crosstour full options,"4,900,000",Honda,Crosstour,2002,,Automatic,,Petrol,,Asaba,25364
